date,datetime,candidate,issue,source,source_label,reaction_type,title,summary,count,confidence,data_type,note
2026-05-12,2026-05-12 20:13,오세훈,도시개발,comment,광화문 공간 댓글,비판,감사의 정원 논란,비용·조형물·공공공간 적합성 관련 비판 표현 증가,3900,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-12,2026-05-12 14:14,오세훈,도시개발,news,준공식 발언 보도,우호,감사의 정원 취지 설명,자유·평화·헌신 기억 공간이라는 설명 보도,900,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-12,2026-05-12 11:10,정원오,지하화,news,공간대전환 기사,중립,경부선 지하화,"5도심·6광역, GTX 연계, 경부선 지하화 보도",2900,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-12,2026-05-12 10:57,오세훈,한강,comment,댓글,비판,오세훈 한강 공개 반응 샘플,"한강버스, 한강 프로젝트 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",85,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-12,2026-05-12 10:57,정원오,한강,comment,댓글,중립,정원오 한강 공개 반응 샘플,"한강버스 중단, 안전점검 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",42,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-12,2026-05-12 10:54,오세훈,재개발,news,뉴스,중립,오세훈 재개발 공개 반응 샘플,"쾌속통합, 신통AI기획 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",93,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-12,2026-05-12 10:53,정원오,재개발,news,뉴스,중립,정원오 재개발 공개 반응 샘플,"착착개발, 공공재개발 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",90,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-12,2026-05-12 10:49,정원오,교통,news,뉴스,우호,정원오 교통 공개 반응 샘플,"30분 통근, 동부선, 강북횡단선 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",83,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-12,2026-05-12 10:47,정원오,GTX,news,뉴스,우호,정원오 GTX 공개 반응 샘플,"GTX-D, 광역철도 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",57,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-12,2026-05-12 10:45,오세훈,주거,news,뉴스,비판,오세훈 주거 공개 반응 샘플,"31만호, 쾌속 공급 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",91,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-12,2026-05-12 10:45,오세훈,교통,news,뉴스,우호,오세훈 교통 공개 반응 샘플,"교통 대동맥, 20조8000억, GTX-A 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",89,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-12,2026-05-12 10:44,오세훈,GTX,news,뉴스,우호,오세훈 GTX 공개 반응 샘플,"GTX-A 패스, 광역교통 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",45,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-12,2026-05-12 10:40,오세훈,지하화,news,뉴스,우호,오세훈 지하화 공개 반응 샘플,"지하도시고속도로, 강북횡단 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",176,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-12,2026-05-12 10:30,정원오,주거,news,뉴스,중립,정원오 주거 공개 반응 샘플,"36만호, 전월세 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",106,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-12,2026-05-12 10:17,정원오,도시개발,comment,댓글,우호,정원오 도시개발 공개 반응 샘플,"졸속, 선거용, 광화문 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",504,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-12,2026-05-12 10:10,정원오,청년정책,news,뉴스,우호,정원오 청년정책 공개 반응 샘플,"X정치, 원오위키 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",41,낮음~중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-12,2026-05-12 10:02,오세훈,청년정책,news,뉴스,우호,오세훈 청년정책 공개 반응 샘플,"청년수당, 청년문화 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",39,낮음~중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-11,2026-05-11 10:57,정원오,한강,comment,댓글,중립,정원오 한강 공개 반응 샘플,"한강버스 중단, 안전점검 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",39,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-11,2026-05-11 10:55,오세훈,주거,news,뉴스,중립,오세훈 주거 공개 반응 샘플,"31만호, 쾌속 공급 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",91,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-11,2026-05-11 10:54,정원오,지하화,news,뉴스,우호,정원오 지하화 공개 반응 샘플,"경부선 지하화, 대서울 성장축 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",44,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-11,2026-05-11 10:53,정원오,도시개발,news,뉴스,중립,정원오 도시개발 공개 반응 샘플,"공간대전환, 5도심 6광역, 광화문 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",66,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-11,2026-05-11 10:51,정원오,교통,news,뉴스,우호,정원오 교통 공개 반응 샘플,"30분 통근, 동부선, 강북횡단선 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",84,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-11,2026-05-11 10:45,정원오,주거,news,뉴스,중립,정원오 주거 공개 반응 샘플,"36만호, 전월세 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",105,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-11,2026-05-11 10:45,오세훈,GTX,news,뉴스,우호,오세훈 GTX 공개 반응 샘플,"GTX-A 패스, 광역교통 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",46,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-11,2026-05-11 10:27,오세훈,도시개발,news,뉴스,중립,오세훈 도시개발 공개 반응 샘플,"감사의 정원, 용산국제업무, 207억 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",67,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-11,2026-05-11 10:26,오세훈,청년정책,comment,댓글,우호,오세훈 청년정책 공개 반응 샘플,"청년수당, 청년문화 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",40,낮음~중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-11,2026-05-11 10:24,오세훈,한강,comment,댓글,비판,오세훈 한강 공개 반응 샘플,"한강버스, 한강 프로젝트 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",90,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-11,2026-05-11 10:22,정원오,GTX,news,뉴스,우호,정원오 GTX 공개 반응 샘플,"GTX-D, 광역철도 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",51,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-11,2026-05-11 10:19,오세훈,교통,news,뉴스,우호,오세훈 교통 공개 반응 샘플,"교통 대동맥, 20조8000억, GTX-A 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",94,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-11,2026-05-11 10:16,정원오,청년정책,news,뉴스,우호,정원오 청년정책 공개 반응 샘플,"X정치, 원오위키 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",39,낮음~중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-11,2026-05-11 10:14,오세훈,재개발,news,뉴스,중립,오세훈 재개발 공개 반응 샘플,"쾌속통합, 신통AI기획 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",95,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-11,2026-05-11 10:13,정원오,재개발,news,뉴스,중립,정원오 재개발 공개 반응 샘플,"착착개발, 공공재개발 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",96,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-11,2026-05-11 10:02,오세훈,지하화,news,뉴스,우호,오세훈 지하화 공개 반응 샘플,"지하도시고속도로, 강북횡단 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",36,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-10,2026-05-10 10:54,오세훈,교통,news,교통 공약 기사,중립,교통 대동맥,"교통 대동맥, 도시철도, GTX-A 패스 보도",2400,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-10,2026-05-10 10:48,정원오,도시개발,news,뉴스,중립,정원오 도시개발 공개 반응 샘플,"공간대전환, 5도심 6광역, 광화문 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",73,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-10,2026-05-10 10:46,정원오,재개발,news,뉴스,중립,정원오 재개발 공개 반응 샘플,"착착개발, 공공재개발 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",90,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-10,2026-05-10 10:40,정원오,지하화,news,뉴스,우호,정원오 지하화 공개 반응 샘플,"경부선 지하화, 대서울 성장축 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",52,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-10,2026-05-10 10:39,정원오,한강,comment,댓글,중립,정원오 한강 공개 반응 샘플,"한강버스 중단, 안전점검 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",45,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-10,2026-05-10 10:35,오세훈,지하화,news,뉴스,우호,오세훈 지하화 공개 반응 샘플,"지하도시고속도로, 강북횡단 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",34,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-10,2026-05-10 10:30,오세훈,한강,comment,댓글,비판,오세훈 한강 공개 반응 샘플,"한강버스, 한강 프로젝트 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",81,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-10,2026-05-10 10:30,오세훈,GTX,news,뉴스,우호,오세훈 GTX 공개 반응 샘플,"GTX-A 패스, 광역교통 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",50,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-10,2026-05-10 10:26,오세훈,재개발,news,뉴스,중립,오세훈 재개발 공개 반응 샘플,"쾌속통합, 신통AI기획 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",99,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-10,2026-05-10 10:19,정원오,GTX,news,뉴스,우호,정원오 GTX 공개 반응 샘플,"GTX-D, 광역철도 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",55,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-10,2026-05-10 10:15,정원오,교통,news,뉴스,우호,정원오 교통 공개 반응 샘플,"30분 통근, 동부선, 강북횡단선 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",83,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-10,2026-05-10 10:10,정원오,청년정책,community_x,커뮤니티/X,우호,정원오 청년정책 공개 반응 샘플,"X정치, 원오위키 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",39,낮음~중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-10,2026-05-10 10:08,오세훈,청년정책,comment,댓글,우호,오세훈 청년정책 공개 반응 샘플,"청년수당, 청년문화 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",43,낮음~중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-10,2026-05-10 10:07,오세훈,주거,news,뉴스,비판,오세훈 주거 공개 반응 샘플,"31만호, 쾌속 공급 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",103,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-10,2026-05-10 10:06,정원오,주거,news,뉴스,중립,정원오 주거 공개 반응 샘플,"36만호, 전월세 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",118,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-10,2026-05-10 10:06,오세훈,도시개발,news,뉴스,중립,오세훈 도시개발 공개 반응 샘플,"감사의 정원, 용산국제업무, 207억 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",71,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-09,2026-05-09 10:54,오세훈,교통,news,뉴스,우호,오세훈 교통 공개 반응 샘플,"교통 대동맥, 20조8000억, GTX-A 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",93,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-09,2026-05-09 10:52,오세훈,지하화,news,뉴스,우호,오세훈 지하화 공개 반응 샘플,"지하도시고속도로, 강북횡단 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",34,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-09,2026-05-09 10:49,오세훈,한강,comment,댓글,비판,오세훈 한강 공개 반응 샘플,"한강버스, 한강 프로젝트 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",91,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-09,2026-05-09 10:48,오세훈,청년정책,news,뉴스,우호,오세훈 청년정책 공개 반응 샘플,"청년수당, 청년문화 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",40,낮음~중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-09,2026-05-09 10:47,정원오,교통,news,뉴스,우호,정원오 교통 공개 반응 샘플,"30분 통근, 동부선, 강북횡단선 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",91,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-09,2026-05-09 10:45,오세훈,재개발,news,뉴스,중립,오세훈 재개발 공개 반응 샘플,"쾌속통합, 신통AI기획 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",83,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-09,2026-05-09 10:41,정원오,도시개발,news,뉴스,중립,정원오 도시개발 공개 반응 샘플,"공간대전환, 5도심 6광역, 광화문 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",71,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-09,2026-05-09 10:33,오세훈,GTX,news,뉴스,우호,오세훈 GTX 공개 반응 샘플,"GTX-A 패스, 광역교통 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",53,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
